Entity,Code,Date,Grocery & Pharmacy Stores (%)
Belize,BLZ,"May 23, 2020",-17.857
Belize,BLZ,"May 24, 2020",-16.857
Belize,BLZ,"May 25, 2020",-20.286
Belize,BLZ,"May 26, 2020",-20.143
Belize,BLZ,"May 27, 2020",-19.571
Belize,BLZ,"May 28, 2020",-18.714
Belize,BLZ,"May 29, 2020",-17.286
Belize,BLZ,"May 30, 2020",-16.571
Belize,BLZ,"May 31, 2020",-17.429
Belize,BLZ,"Jun 1, 2020",-12.714
Belize,BLZ,"Jun 2, 2020",-12.286
Belize,BLZ,"Jun 3, 2020",-11.571
Belize,BLZ,"Jun 4, 2020",-11.143
Belize,BLZ,"Jun 5, 2020",-11.714
Belize,BLZ,"Jun 6, 2020",-11.429
Belize,BLZ,"Jun 7, 2020",-10.571
Belize,BLZ,"Jun 8, 2020",-10.714
Belize,BLZ,"Jun 9, 2020",-11
Belize,BLZ,"Jun 10, 2020",-11.714
Belize,BLZ,"Jun 11, 2020",-12.429
Belize,BLZ,"Jun 12, 2020",-11.714
Belize,BLZ,"Jun 13, 2020",-10.714
Belize,BLZ,"Jun 14, 2020",-9.571
Belize,BLZ,"Jun 15, 2020",-9
Belize,BLZ,"Jun 16, 2020",-7.714
Belize,BLZ,"Jun 17, 2020",-7
Belize,BLZ,"Jun 18, 2020",-7.857
Belize,BLZ,"Jun 19, 2020",-8.143
Belize,BLZ,"Jun 20, 2020",-8.429
Belize,BLZ,"Jun 21, 2020",-8.571
Belize,BLZ,"Jun 22, 2020",-9.429
Belize,BLZ,"Jun 23, 2020",-9.286
Belize,BLZ,"Jun 24, 2020",-8.714
Belize,BLZ,"Jun 25, 2020",-6.429
Belize,BLZ,"Jun 26, 2020",-5.429
Belize,BLZ,"Jun 27, 2020",-4.857
Belize,BLZ,"Jun 28, 2020",-4.286
Belize,BLZ,"Jun 29, 2020",-2.571
Belize,BLZ,"Jun 30, 2020",-1.571
Belize,BLZ,"Jul 1, 2020",-1.143
Belize,BLZ,"Jul 2, 2020",-1.143
Belize,BLZ,"Jul 3, 2020",-1.429
Belize,BLZ,"Jul 4, 2020",-2.143
Belize,BLZ,"Jul 5, 2020",-2.714
Belize,BLZ,"Jul 6, 2020",-3.143
Belize,BLZ,"Jul 7, 2020",-3.714
Belize,BLZ,"Jul 8, 2020",-4.429
Belize,BLZ,"Jul 9, 2020",-5.286
Belize,BLZ,"Jul 10, 2020",-5.857
Belize,BLZ,"Jul 11, 2020",-6
Belize,BLZ,"Jul 12, 2020",-6
Belize,BLZ,"Jul 13, 2020",-6.429
Belize,BLZ,"Jul 14, 2020",-6.857
Belize,BLZ,"Jul 15, 2020",-6
Belize,BLZ,"Jul 16, 2020",-4.857
Belize,BLZ,"Jul 17, 2020",-4.286
Belize,BLZ,"Jul 18, 2020",-3.714
Belize,BLZ,"Jul 19, 2020",-3.143
Belize,BLZ,"Jul 20, 2020",-3.143
Belize,BLZ,"Jul 21, 2020",-3.571
Belize,BLZ,"Jul 22, 2020",-4.429
Belize,BLZ,"Jul 23, 2020",-5.571
Belize,BLZ,"Jul 24, 2020",-6.429
Belize,BLZ,"Jul 25, 2020",-7.429
Belize,BLZ,"Jul 26, 2020",-8
Belize,BLZ,"Jul 27, 2020",-8.143
Belize,BLZ,"Jul 28, 2020",-7.714
Belize,BLZ,"Jul 29, 2020",-7.429
Belize,BLZ,"Jul 30, 2020",-6.429
Belize,BLZ,"Jul 31, 2020",-4.714
Belize,BLZ,"Aug 1, 2020",-2.714
Belize,BLZ,"Aug 2, 2020",-2
Belize,BLZ,"Aug 3, 2020",-1.143
Belize,BLZ,"Aug 4, 2020",-0.143
Belize,BLZ,"Aug 5, 2020",0.286
Belize,BLZ,"Aug 6, 2020",-0.143
Belize,BLZ,"Aug 7, 2020",-2.857
Belize,BLZ,"Aug 8, 2020",-5.714
Belize,BLZ,"Aug 9, 2020",-9
Belize,BLZ,"Aug 10, 2020",-11.714
Belize,BLZ,"Aug 11, 2020",-15
Belize,BLZ,"Aug 12, 2020",-17.143
Belize,BLZ,"Aug 13, 2020",-18.857
Belize,BLZ,"Aug 14, 2020",-18.286
Belize,BLZ,"Aug 15, 2020",-18
Belize,BLZ,"Aug 16, 2020",-17.857
Belize,BLZ,"Aug 17, 2020",-17.714
Benin,BEN,"Feb 17, 2020",2.333
Benin,BEN,"Feb 18, 2020",1.75
Benin,BEN,"Feb 19, 2020",1.4
Benin,BEN,"Feb 20, 2020",1.5
Benin,BEN,"Feb 21, 2020",2.143
Benin,BEN,"Feb 22, 2020",2.429
Benin,BEN,"Feb 23, 2020",2.714
Benin,BEN,"Feb 24, 2020",3.286
Benin,BEN,"Feb 25, 2020",4.143
Benin,BEN,"Feb 26, 2020",4.714
Benin,BEN,"Feb 27, 2020",5.143
Benin,BEN,"Feb 28, 2020",5.143
Benin,BEN,"Feb 29, 2020",4.857
Benin,BEN,"Mar 1, 2020",4.857
Benin,BEN,"Mar 2, 2020",4.571
Benin,BEN,"Mar 3, 2020",4
Benin,BEN,"Mar 4, 2020",4
Benin,BEN,"Mar 5, 2020",3.857
Benin,BEN,"Mar 6, 2020",2.714
Benin,BEN,"Mar 7, 2020",3
Benin,BEN,"Mar 8, 2020",2.714
Benin,BEN,"Mar 9, 2020",2.714
Benin,BEN,"Mar 10, 2020",2.857
Benin,BEN,"Mar 11, 2020",2.714
Benin,BEN,"Mar 12, 2020",2.429
Benin,BEN,"Mar 13, 2020",3
Benin,BEN,"Mar 14, 2020",2.286
Benin,BEN,"Mar 15, 2020",2
Benin,BEN,"Mar 16, 2020",1.714
Benin,BEN,"Mar 17, 2020",2
Benin,BEN,"Mar 18, 2020",2.429
Benin,BEN,"Mar 19, 2020",2.571
Benin,BEN,"Mar 20, 2020",2.857
Benin,BEN,"Mar 21, 2020",2.857
Benin,BEN,"Mar 22, 2020",2.714
Benin,BEN,"Mar 23, 2020",2.857
Benin,BEN,"Mar 24, 2020",1.286
Benin,BEN,"Mar 25, 2020",0.857
Benin,BEN,"Mar 26, 2020",0.857
Benin,BEN,"Mar 27, 2020",1.143
Benin,BEN,"Mar 28, 2020",2
Benin,BEN,"Mar 29, 2020",2.143
Benin,BEN,"Mar 30, 2020",0.571
Benin,BEN,"Mar 31, 2020",0.143
Benin,BEN,"Apr 1, 2020",-1.571
Benin,BEN,"Apr 2, 2020",-2.714
Benin,BEN,"Apr 3, 2020",-4.286
Benin,BEN,"Apr 4, 2020",-6.429
Benin,BEN,"Apr 5, 2020",-7.286
Benin,BEN,"Apr 6, 2020",-6.429
Benin,BEN,"Apr 7, 2020",-5.714
Benin,BEN,"Apr 8, 2020",-6
Benin,BEN,"Apr 9, 2020",-7
Benin,BEN,"Apr 10, 2020",-7.857
Benin,BEN,"Apr 11, 2020",-8.429
Benin,BEN,"Apr 12, 2020",-9.429
Benin,BEN,"Apr 13, 2020",-12
Benin,BEN,"Apr 14, 2020",-12.714
Benin,BEN,"Apr 15, 2020",-12.143
Benin,BEN,"Apr 16, 2020",-11.143
Benin,BEN,"Apr 17, 2020",-10.857
Benin,BEN,"Apr 18, 2020",-10.429
Benin,BEN,"Apr 19, 2020",-10.429
Benin,BEN,"Apr 20, 2020",-8.286
Benin,BEN,"Apr 21, 2020",-7.857
Benin,BEN,"Apr 22, 2020",-8.286
Benin,BEN,"Apr 23, 2020",-8.429
Benin,BEN,"Apr 24, 2020",-8.429
Benin,BEN,"Apr 25, 2020",-8.571
Benin,BEN,"Apr 26, 2020",-9.571
Benin,BEN,"Apr 27, 2020",-10
Benin,BEN,"Apr 28, 2020",-10.429
Benin,BEN,"Apr 29, 2020",-10.571
Benin,BEN,"Apr 30, 2020",-10.286
Benin,BEN,"May 1, 2020",-11.143
Benin,BEN,"May 2, 2020",-11
Benin,BEN,"May 3, 2020",-11
Benin,BEN,"May 4, 2020",-10.571
Benin,BEN,"May 5, 2020",-10.143
Benin,BEN,"May 6, 2020",-8.857
Benin,BEN,"May 7, 2020",-8.571
Benin,BEN,"May 8, 2020",-6.714
Benin,BEN,"May 9, 2020",-5.857
Benin,BEN,"May 10, 2020",-5
Benin,BEN,"May 11, 2020",-4.143
Benin,BEN,"May 12, 2020",-3.571
Benin,BEN,"May 13, 2020",-3.143
Benin,BEN,"May 14, 2020",-2.143
Benin,BEN,"May 15, 2020",-1.143
Benin,BEN,"May 16, 2020",0
Benin,BEN,"May 17, 2020",1.571
Benin,BEN,"May 18, 2020",2.143
Benin,BEN,"May 19, 2020",2
Benin,BEN,"May 20, 2020",2
Benin,BEN,"May 21, 2020",0.429
Benin,BEN,"May 22, 2020",-0.429
Benin,BEN,"May 23, 2020",-1.429
Benin,BEN,"May 24, 2020",-1.571
Benin,BEN,"May 25, 2020",-3
Benin,BEN,"May 26, 2020",-2.857
Benin,BEN,"May 27, 2020",-3.143
Benin,BEN,"May 28, 2020",-3.714
Benin,BEN,"May 29, 2020",-3
Benin,BEN,"May 30, 2020",-2.857
Benin,BEN,"May 31, 2020",-2.714
Benin,BEN,"Jun 1, 2020",-3.143
Benin,BEN,"Jun 2, 2020",-3.429
Benin,BEN,"Jun 3, 2020",-2.857
Benin,BEN,"Jun 4, 2020",-1.429
Benin,BEN,"Jun 5, 2020",-1.571
Benin,BEN,"Jun 6, 2020",-0.857
Benin,BEN,"Jun 7, 2020",-0.286
Benin,BEN,"Jun 8, 2020",1
Benin,BEN,"Jun 9, 2020",1
Benin,BEN,"Jun 10, 2020",0.286
Benin,BEN,"Jun 11, 2020",0.286
Benin,BEN,"Jun 12, 2020",0.286
Benin,BEN,"Jun 13, 2020",-0.143
Benin,BEN,"Jun 14, 2020",-0.286
Benin,BEN,"Jun 15, 2020",-0.571
Benin,BEN,"Jun 16, 2020",-0.143
Benin,BEN,"Jun 17, 2020",-0.857
Benin,BEN,"Jun 18, 2020",-4
Benin,BEN,"Jun 19, 2020",-4
Benin,BEN,"Jun 20, 2020",-4.571
Benin,BEN,"Jun 21, 2020",-5.143
Benin,BEN,"Jun 22, 2020",-8
Benin,BEN,"Jun 23, 2020",-8
Benin,BEN,"Jun 24, 2020",-7.286
Benin,BEN,"Jun 25, 2020",-4.286
Benin,BEN,"Jun 26, 2020",-5.143
Benin,BEN,"Jun 27, 2020",-4.714
Benin,BEN,"Jun 28, 2020",-5.714
Benin,BEN,"Jun 29, 2020",-3.286
Benin,BEN,"Jun 30, 2020",-3.571
Benin,BEN,"Jul 1, 2020",-3.429
Benin,BEN,"Jul 2, 2020",-3
Benin,BEN,"Jul 3, 2020",-2.143
Benin,BEN,"Jul 4, 2020",-4.286
Benin,BEN,"Jul 5, 2020",-2.286
Benin,BEN,"Jul 6, 2020",-1.143
Benin,BEN,"Jul 7, 2020",-0.286
Benin,BEN,"Jul 8, 2020",0
Benin,BEN,"Jul 9, 2020",0
Benin,BEN,"Jul 10, 2020",0
Benin,BEN,"Jul 11, 2020",2.714
Benin,BEN,"Jul 12, 2020",2.571
Benin,BEN,"Jul 13, 2020",2.714
Benin,BEN,"Jul 14, 2020",2.429
Benin,BEN,"Jul 15, 2020",2.571
Benin,BEN,"Jul 16, 2020",2.714
Benin,BEN,"Jul 17, 2020",3
Benin,BEN,"Jul 18, 2020",3.143
Benin,BEN,"Jul 19, 2020",3.143
Benin,BEN,"Jul 20, 2020",3.143
Benin,BEN,"Jul 21, 2020",3.286
Benin,BEN,"Jul 22, 2020",3.571
Benin,BEN,"Jul 23, 2020",4
Benin,BEN,"Jul 24, 2020",4
Benin,BEN,"Jul 25, 2020",4
Benin,BEN,"Jul 26, 2020",4.286
Benin,BEN,"Jul 27, 2020",4.429
Benin,BEN,"Jul 28, 2020",4.857
Benin,BEN,"Jul 29, 2020",5.286
Benin,BEN,"Jul 30, 2020",6.286
Benin,BEN,"Jul 31, 2020",4.714
Benin,BEN,"Aug 1, 2020",3.429
Benin,BEN,"Aug 2, 2020",3.714
Benin,BEN,"Aug 3, 2020",4
Benin,BEN,"Aug 4, 2020",4.571
Benin,BEN,"Aug 5, 2020",4.571
Benin,BEN,"Aug 6, 2020",4.286
Benin,BEN,"Aug 7, 2020",6.857
Benin,BEN,"Aug 8, 2020",9
Benin,BEN,"Aug 9, 2020",9.571
Benin,BEN,"Aug 10, 2020",10.286
Benin,BEN,"Aug 11, 2020",10.571
Benin,BEN,"Aug 12, 2020",11
Benin,BEN,"Aug 13, 2020",10.857
Benin,BEN,"Aug 14, 2020",10.857
Benin,BEN,"Aug 15, 2020",10.571
Benin,BEN,"Aug 16, 2020",10.429
Benin,BEN,"Aug 17, 2020",10.286
Bolivia,BOL,"Feb 17, 2020",4.333
Bolivia,BOL,"Feb 18, 2020",3.5
Bolivia,BOL,"Feb 19, 2020",3.4
Bolivia,BOL,"Feb 20, 2020",3.667
Bolivia,BOL,"Feb 21, 2020",4
Bolivia,BOL,"Feb 22, 2020",4.571
Bolivia,BOL,"Feb 23, 2020",4.429
Bolivia,BOL,"Feb 24, 2020",1.857
Bolivia,BOL,"Feb 25, 2020",-2.857
Bolivia,BOL,"Feb 26, 2020",-5
Bolivia,BOL,"Feb 27, 2020",-6.143
Bolivia,BOL,"Feb 28, 2020",-7.286
Bolivia,BOL,"Feb 29, 2020",-8.429
Bolivia,BOL,"Mar 1, 2020",-9.286
Bolivia,BOL,"Mar 2, 2020",-7.143
Bolivia,BOL,"Mar 3, 2020",-2.571
Bolivia,BOL,"Mar 4, 2020",-0.714
Bolivia,BOL,"Mar 5, 2020",0
Bolivia,BOL,"Mar 6, 2020",0.714
Bolivia,BOL,"Mar 7, 2020",1.571
Bolivia,BOL,"Mar 8, 2020",2.286
Bolivia,BOL,"Mar 9, 2020",2.714
Bolivia,BOL,"Mar 10, 2020",3
Bolivia,BOL,"Mar 11, 2020",4
Bolivia,BOL,"Mar 12, 2020",4.857
Bolivia,BOL,"Mar 13, 2020",4.857
Bolivia,BOL,"Mar 14, 2020",4.143
Bolivia,BOL,"Mar 15, 2020",2.857
Bolivia,BOL,"Mar 16, 2020",0.571
Bolivia,BOL,"Mar 17, 2020",-0.857
Bolivia,BOL,"Mar 18, 2020",-4.714
Bolivia,BOL,"Mar 19, 2020",-10
Bolivia,BOL,"Mar 20, 2020",-14.429
Bolivia,BOL,"Mar 21, 2020",-15.286
Bolivia,BOL,"Mar 22, 2020",-24.571
Bolivia,BOL,"Mar 23, 2020",-33.286
Bolivia,BOL,"Mar 24, 2020",-42.429
Bolivia,BOL,"Mar 25, 2020",-50.143
Bolivia,BOL,"Mar 26, 2020",-56.857
Bolivia,BOL,"Mar 27, 2020",-63.143
Bolivia,BOL,"Mar 28, 2020",-76
Bolivia,BOL,"Mar 29, 2020",-79.571
Bolivia,BOL,"Mar 30, 2020",-78.857
Bolivia,BOL,"Mar 31, 2020",-78.571
Bolivia,BOL,"Apr 1, 2020",-78
Bolivia,BOL,"Apr 2, 2020",-77.143
Bolivia,BOL,"Apr 3, 2020",-76
Bolivia,BOL,"Apr 4, 2020",-76
Bolivia,BOL,"Apr 5, 2020",-76
Bolivia,BOL,"Apr 6, 2020",-75.429
Bolivia,BOL,"Apr 7, 2020",-75
Bolivia,BOL,"Apr 8, 2020",-74.286
Bolivia,BOL,"Apr 9, 2020",-73.143
Bolivia,BOL,"Apr 10, 2020",-77.143
Bolivia,BOL,"Apr 11, 2020",-73.143
Bolivia,BOL,"Apr 12, 2020",-73
Bolivia,BOL,"Apr 13, 2020",-72.714
Bolivia,BOL,"Apr 14, 2020",-73.571
Bolivia,BOL,"Apr 15, 2020",-74.714
Bolivia,BOL,"Apr 16, 2020",-75.857
Bolivia,BOL,"Apr 17, 2020",-72.286
Bolivia,BOL,"Apr 18, 2020",-75.857
Bolivia,BOL,"Apr 19, 2020",-75.857
Bolivia,BOL,"Apr 20, 2020",-76.429
Bolivia,BOL,"Apr 21, 2020",-75.857
Bolivia,BOL,"Apr 22, 2020",-75.286
Bolivia,BOL,"Apr 23, 2020",-75
Bolivia,BOL,"Apr 24, 2020",-74.714
Bolivia,BOL,"Apr 25, 2020",-75
Bolivia,BOL,"Apr 26, 2020",-75
Bolivia,BOL,"Apr 27, 2020",-74.857
Bolivia,BOL,"Apr 28, 2020",-74.571
Bolivia,BOL,"Apr 29, 2020",-74.714
Bolivia,BOL,"Apr 30, 2020",-74.429
Bolivia,BOL,"May 1, 2020",-77.714
Bolivia,BOL,"May 2, 2020",-73.857
Bolivia,BOL,"May 3, 2020",-73.429
Bolivia,BOL,"May 4, 2020",-73.143
Bolivia,BOL,"May 5, 2020",-73.143
Bolivia,BOL,"May 6, 2020",-73
Bolivia,BOL,"May 7, 2020",-72.857
Bolivia,BOL,"May 8, 2020",-69
Bolivia,BOL,"May 9, 2020",-72.429
Bolivia,BOL,"May 10, 2020",-72.429
Bolivia,BOL,"May 11, 2020",-71.429
Bolivia,BOL,"May 12, 2020",-70.857
Bolivia,BOL,"May 13, 2020",-69.571
Bolivia,BOL,"May 14, 2020",-68.571
Bolivia,BOL,"May 15, 2020",-67.571
Bolivia,BOL,"May 16, 2020",-67.286
Bolivia,BOL,"May 17, 2020",-67.143
Bolivia,BOL,"May 18, 2020",-66.571
Bolivia,BOL,"May 19, 2020",-65.571
Bolivia,BOL,"May 20, 2020",-65.143
Bolivia,BOL,"May 21, 2020",-64.571
Bolivia,BOL,"May 22, 2020",-64
Bolivia,BOL,"May 23, 2020",-63.857
Bolivia,BOL,"May 24, 2020",-63.571
Bolivia,BOL,"May 25, 2020",-62.857
Bolivia,BOL,"May 26, 2020",-61.286
Bolivia,BOL,"May 27, 2020",-59.714
Bolivia,BOL,"May 28, 2020",-59.714
Bolivia,BOL,"May 29, 2020",-59.143
Bolivia,BOL,"May 30, 2020",-58.857
Bolivia,BOL,"May 31, 2020",-58.714
Bolivia,BOL,"Jun 1, 2020",-57.143
Bolivia,BOL,"Jun 2, 2020",-56.714
Bolivia,BOL,"Jun 3, 2020",-56.286
Bolivia,BOL,"Jun 4, 2020",-54.857
Bolivia,BOL,"Jun 5, 2020",-52.714
Bolivia,BOL,"Jun 6, 2020",-52.429
Bolivia,BOL,"Jun 7, 2020",-52.143
Bolivia,BOL,"Jun 8, 2020",-51.571
Bolivia,BOL,"Jun 9, 2020",-51
Bolivia,BOL,"Jun 10, 2020",-50
Bolivia,BOL,"Jun 11, 2020",-52.571
Bolivia,BOL,"Jun 12, 2020",-52.571
Bolivia,BOL,"Jun 13, 2020",-50.571
Bolivia,BOL,"Jun 14, 2020",-50.286
Bolivia,BOL,"Jun 15, 2020",-50.286
Bolivia,BOL,"Jun 16, 2020",-50.286
Bolivia,BOL,"Jun 17, 2020",-50.714
Bolivia,BOL,"Jun 18, 2020",-47.143
Bolivia,BOL,"Jun 19, 2020",-46.571
Bolivia,BOL,"Jun 20, 2020",-47.857
Bolivia,BOL,"Jun 21, 2020",-47.571
Bolivia,BOL,"Jun 22, 2020",-52
Bolivia,BOL,"Jun 23, 2020",-51
Bolivia,BOL,"Jun 24, 2020",-52.286
Bolivia,BOL,"Jun 25, 2020",-53.571
Bolivia,BOL,"Jun 26, 2020",-54.714
Bolivia,BOL,"Jun 27, 2020",-53.857
Bolivia,BOL,"Jun 28, 2020",-52.714
Bolivia,BOL,"Jun 29, 2020",-49.857
Bolivia,BOL,"Jun 30, 2020",-52
Bolivia,BOL,"Jul 1, 2020",-52.286
Bolivia,BOL,"Jul 2, 2020",-52.286
Bolivia,BOL,"Jul 3, 2020",-52.857
Bolivia,BOL,"Jul 4, 2020",-53.286
Bolivia,BOL,"Jul 5, 2020",-54.286
Bolivia,BOL,"Jul 6, 2020",-52.429
Bolivia,BOL,"Jul 7, 2020",-51
Bolivia,BOL,"Jul 8, 2020",-50
Bolivia,BOL,"Jul 9, 2020",-49
Bolivia,BOL,"Jul 10, 2020",-48
Bolivia,BOL,"Jul 11, 2020",-47.857
Bolivia,BOL,"Jul 12, 2020",-47.571
Bolivia,BOL,"Jul 13, 2020",-46.571
Bolivia,BOL,"Jul 14, 2020",-45.286
Bolivia,BOL,"Jul 15, 2020",-42.571
Bolivia,BOL,"Jul 16, 2020",-42.571
Bolivia,BOL,"Jul 17, 2020",-44.143
Bolivia,BOL,"Jul 18, 2020",-44.429
Bolivia,BOL,"Jul 19, 2020",-44.571
Bolivia,BOL,"Jul 20, 2020",-44.429
Bolivia,BOL,"Jul 21, 2020",-44.714
Bolivia,BOL,"Jul 22, 2020",-45.857
Bolivia,BOL,"Jul 23, 2020",-44.143
Bolivia,BOL,"Jul 24, 2020",-43
Bolivia,BOL,"Jul 25, 2020",-43.143
Bolivia,BOL,"Jul 26, 2020",-43
Bolivia,BOL,"Jul 27, 2020",-43.571
Bolivia,BOL,"Jul 28, 2020",-43.714
Bolivia,BOL,"Jul 29, 2020",-43.714
Bolivia,BOL,"Jul 30, 2020",-44.143
Bolivia,BOL,"Jul 31, 2020",-43.429
Bolivia,BOL,"Aug 1, 2020",-43
Bolivia,BOL,"Aug 2, 2020",-42.857
Bolivia,BOL,"Aug 3, 2020",-42.143
Bolivia,BOL,"Aug 4, 2020",-41.429
Bolivia,BOL,"Aug 5, 2020",-39.571
Bolivia,BOL,"Aug 6, 2020",-42.857
Bolivia,BOL,"Aug 7, 2020",-44.571
Bolivia,BOL,"Aug 8, 2020",-42.286
Bolivia,BOL,"Aug 9, 2020",-42.143
Bolivia,BOL,"Aug 10, 2020",-42
Bolivia,BOL,"Aug 11, 2020",-42.429
Bolivia,BOL,"Aug 12, 2020",-44
Bolivia,BOL,"Aug 13, 2020",-40.286
Bolivia,BOL,"Aug 14, 2020",-38.286
Bolivia,BOL,"Aug 15, 2020",-40
Bolivia,BOL,"Aug 16, 2020",-39.857
Bolivia,BOL,"Aug 17, 2020",-40
Bosnia and Herzegovina,BIH,"Feb 17, 2020",6
Bosnia and Herzegovina,BIH,"Feb 18, 2020",6.25
Bosnia and Herzegovina,BIH,"Feb 19, 2020",5.4
Bosnia and Herzegovina,BIH,"Feb 20, 2020",4.833
Bosnia and Herzegovina,BIH,"Feb 21, 2020",4.714
Bosnia and Herzegovina,BIH,"Feb 22, 2020",4.429
Bosnia and Herzegovina,BIH,"Feb 23, 2020",4
Bosnia and Herzegovina,BIH,"Feb 24, 2020",3.857
Bosnia and Herzegovina,BIH,"Feb 25, 2020",4.571
Bosnia and Herzegovina,BIH,"Feb 26, 2020",4.429
Bosnia and Herzegovina,BIH,"Feb 27, 2020",4.143
Bosnia and Herzegovina,BIH,"Feb 28, 2020",3.571
Bosnia and Herzegovina,BIH,"Feb 29, 2020",3.571
Bosnia and Herzegovina,BIH,"Mar 1, 2020",2.571
Bosnia and Herzegovina,BIH,"Mar 2, 2020",1.571
Bosnia and Herzegovina,BIH,"Mar 3, 2020",0.857
Bosnia and Herzegovina,BIH,"Mar 4, 2020",1.143
Bosnia and Herzegovina,BIH,"Mar 5, 2020",2.857
Bosnia and Herzegovina,BIH,"Mar 6, 2020",3.714
Bosnia and Herzegovina,BIH,"Mar 7, 2020",4.714
Bosnia and Herzegovina,BIH,"Mar 8, 2020",7.143
Bosnia and Herzegovina,BIH,"Mar 9, 2020",8.143
Bosnia and Herzegovina,BIH,"Mar 10, 2020",9.143
Bosnia and Herzegovina,BIH,"Mar 11, 2020",10.429
Bosnia and Herzegovina,BIH,"Mar 12, 2020",11
Bosnia and Herzegovina,BIH,"Mar 13, 2020",11.714
Bosnia and Herzegovina,BIH,"Mar 14, 2020",10.857
Bosnia and Herzegovina,BIH,"Mar 15, 2020",8.857
Bosnia and Herzegovina,BIH,"Mar 16, 2020",10.143
Bosnia and Herzegovina,BIH,"Mar 17, 2020",8.286
Bosnia and Herzegovina,BIH,"Mar 18, 2020",5.857
Bosnia and Herzegovina,BIH,"Mar 19, 2020",1.429
Bosnia and Herzegovina,BIH,"Mar 20, 2020",-3
Bosnia and Herzegovina,BIH,"Mar 21, 2020",-8.429
Bosnia and Herzegovina,BIH,"Mar 22, 2020",-14.714
Bosnia and Herzegovina,BIH,"Mar 23, 2020",-21.143
Bosnia and Herzegovina,BIH,"Mar 24, 2020",-27
Bosnia and Herzegovina,BIH,"Mar 25, 2020",-32.143
Bosnia and Herzegovina,BIH,"Mar 26, 2020",-35.857
Bosnia and Herzegovina,BIH,"Mar 27, 2020",-39
Bosnia and Herzegovina,BIH,"Mar 28, 2020",-41
Bosnia and Herzegovina,BIH,"Mar 29, 2020",-42.286
Bosnia and Herzegovina,BIH,"Mar 30, 2020",-43.286
Bosnia and Herzegovina,BIH,"Mar 31, 2020",-43.143
Bosnia and Herzegovina,BIH,"Apr 1, 2020",-43
Bosnia and Herzegovina,BIH,"Apr 2, 2020",-42.286
Bosnia and Herzegovina,BIH,"Apr 3, 2020",-41
Bosnia and Herzegovina,BIH,"Apr 4, 2020",-40.143
Bosnia and Herzegovina,BIH,"Apr 5, 2020",-39.429
Bosnia and Herzegovina,BIH,"Apr 6, 2020",-37.714
Bosnia and Herzegovina,BIH,"Apr 7, 2020",-35.143
Bosnia and Herzegovina,BIH,"Apr 8, 2020",-33.429
Bosnia and Herzegovina,BIH,"Apr 9, 2020",-32.143
Bosnia and Herzegovina,BIH,"Apr 10, 2020",-30.857
Bosnia and Herzegovina,BIH,"Apr 11, 2020",-29.857
Bosnia and Herzegovina,BIH,"Apr 12, 2020",-28.857
Bosnia and Herzegovina,BIH,"Apr 13, 2020",-29.286
Bosnia and Herzegovina,BIH,"Apr 14, 2020",-30.571
Bosnia and Herzegovina,BIH,"Apr 15, 2020",-29.857
Bosnia and Herzegovina,BIH,"Apr 16, 2020",-28.143
Bosnia and Herzegovina,BIH,"Apr 17, 2020",-28.857
Bosnia and Herzegovina,BIH,"Apr 18, 2020",-29.143
Bosnia and Herzegovina,BIH,"Apr 19, 2020",-31.571
Bosnia and Herzegovina,BIH,"Apr 20, 2020",-31.857
Bosnia and Herzegovina,BIH,"Apr 21, 2020",-31.429
Bosnia and Herzegovina,BIH,"Apr 22, 2020",-32.143
Bosnia and Herzegovina,BIH,"Apr 23, 2020",-33.429
Bosnia and Herzegovina,BIH,"Apr 24, 2020",-33
Bosnia and Herzegovina,BIH,"Apr 25, 2020",-32.286
Bosnia and Herzegovina,BIH,"Apr 26, 2020",-29.286
Bosnia and Herzegovina,BIH,"Apr 27, 2020",-27.714
Bosnia and Herzegovina,BIH,"Apr 28, 2020",-26.286
Bosnia and Herzegovina,BIH,"Apr 29, 2020",-24.857
Bosnia and Herzegovina,BIH,"Apr 30, 2020",-21.429
Bosnia and Herzegovina,BIH,"May 1, 2020",-26.857
Bosnia and Herzegovina,BIH,"May 2, 2020",-28.571
Bosnia and Herzegovina,BIH,"May 3, 2020",-29.571
Bosnia and Herzegovina,BIH,"May 4, 2020",-27.714
Bosnia and Herzegovina,BIH,"May 5, 2020",-26.429
Bosnia and Herzegovina,BIH,"May 6, 2020",-26.286
Bosnia and Herzegovina,BIH,"May 7, 2020",-27.429
Bosnia and Herzegovina,BIH,"May 8, 2020",-19.286
Bosnia and Herzegovina,BIH,"May 9, 2020",-15.857
Bosnia and Herzegovina,BIH,"May 10, 2020",-11.429
Bosnia and Herzegovina,BIH,"May 11, 2020",-10.571
Bosnia and Herzegovina,BIH,"May 12, 2020",-9.286
Bosnia and Herzegovina,BIH,"May 13, 2020",-7.714
Bosnia and Herzegovina,BIH,"May 14, 2020",-7.286
Bosnia and Herzegovina,BIH,"May 15, 2020",-6.571
Bosnia and Herzegovina,BIH,"May 16, 2020",-4.571
Bosnia and Herzegovina,BIH,"May 17, 2020",-3.857
Bosnia and Herzegovina,BIH,"May 18, 2020",-3.143
Bosnia and Herzegovina,BIH,"May 19, 2020",-3
Bosnia and Herzegovina,BIH,"May 20, 2020",-3
Bosnia and Herzegovina,BIH,"May 21, 2020",-0.857
Bosnia and Herzegovina,BIH,"May 22, 2020",1
